Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
4/11/2020,ID-GO,Gorontalo,0,0,0,0,1,0,4,-3,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,0.85,0.00,0.00,0.00%,400.00%,0.00,1.00
4/11/2020,IDN,Indonesia,330,21,4,305,3842,327,286,3229,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.24,14.49,0.08,1.23,8.51%,7.44%,1.51,0.81
4/11/2020,ID-JA,Jambi,2,0,0,2,4,2,7,-5,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.57,1.15,0.00,0.57,50.00%,175.00%,,1.00
4/11/2020,ID-JB,Jawa Barat,45,1,1,43,499,59,652,-212,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.00,11.05,0.02,1.31,11.82%,130.66%,4.50,
4/11/2020,ID-JT,Jawa Tengah,0,1,0,-1,142,42,217,-117,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.00,3.90,0.03,1.15,29.58%,152.82%,1.00,
4/11/2020,ID-JI,Jawa Timur,15,9,27,-21,311,132,759,-580,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.37,7.68,0.22,3.26,42.44%,244.05%,0.50,2.25
4/11/2020,ID-KB,Kalimantan Barat,0,0,0,0,10,3,4,3,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,1.84,0.00,0.55,30.00%,40.00%,1.00,1.00
4/11/2020,ID-KS,Kalimantan Selatan,0,1,0,-1,29,8,86,-65,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.00,7.21,0.25,1.99,27.59%,296.55%,0.00,
4/11/2020,ID-KT,Kalimantan Tengah,0,0,0,0,24,2,61,-39,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,9.34,0.00,0.78,8.33%,254.17%,0.00,1.00
4/11/2020,ID-KI,Kalimantan Timur,0,0,0,0,35,3,130,-98,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,9.85,0.00,0.84,8.57%,371.43%,0.00,1.00
4/11/2020,ID-KU,Kalimantan Utara,0,1,0,-1,16,1,0,15,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,24.68,1.54,1.54,6.25%,0.00%,1.00,
4/11/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,5,1,33,-29,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,3.62,0.00,0.72,20.00%,660.00%,,1.00
4/11/2020,ID-KR,Kepulauan Riau,0,2,0,-2,21,6,4,11,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,10.88,1.04,3.11,28.57%,19.05%,1.00,
4/11/2020,ID-LA,Lampung,0,0,2,-2,20,5,41,-26,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,2.20,0.00,0.55,25.00%,205.00%,0.00,1.00
4/11/2020,ID-MA,Maluku,0,0,0,0,3,0,3,0,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,1.62,0.00,0.00,0.00%,100.00%,1.00,1.00
4/11/2020,ID-MU,Maluku Utara,0,0,0,0,2,0,24,-22,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,1.53,0.00,0.00,0.00%,1200.00%,1.00,1.00
4/11/2020,ID-NB,Nusa Tenggara Barat,2,2,0,0,25,2,6,17,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.38,4.74,0.38,0.38,8.00%,24.00%,0.22,
4/11/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,1,22,-22,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.18,0.00,0.18,100.00%,2200.00%,1.00,1.00
4/11/2020,ID-PA,Papua,24,0,2,22,61,5,18,38,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,5.53,14.05,0.00,1.15,8.20%,29.51%,,0.00
4/11/2020,ID-PB,Papua Barat,0,0,0,0,2,1,7,-6,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.88,50.00%,350.00%,1.00,1.00
4/11/2020,ID-RI,Riau,3,0,1,2,17,5,11,1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.49,2.80,0.00,0.82,29.41%,64.71%,,1.00
4/11/2020,ID-SR,Sulawesi Barat,2,1,1,0,5,1,5,-1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.28,3.21,0.64,0.64,20.00%,100.00%,2.00,
4/11/2020,ID-SN,Sulawesi Selatan,11,6,0,5,176,19,107,50,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.17,18.67,0.64,2.02,10.80%,60.80%,0.33,6.00
4/11/2020,ID-ST,Sulawesi Tengah,5,0,0,5,19,2,15,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,1.69,6.43,0.00,0.68,10.53%,78.95%,0.56,1.00
4/11/2020,ID-SG,Sulawesi Tenggara,1,1,0,0,16,1,7,8,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.38,6.07,0.38,0.38,6.25%,43.75%,,
4/11/2020,ID-SA,Sulawesi Utara,0,0,1,-1,13,3,7,3,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,4.92,0.00,1.14,23.08%,53.85%,0.00,0.00
4/11/2020,ID-SB,Sumatera Barat,0,0,0,0,31,3,9,19,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,5.62,0.00,0.54,9.68%,29.03%,0.00,0.00
4/11/2020,ID-SS,Sumatera Selatan,0,0,0,0,18,2,42,-26,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,2.19,0.00,0.24,11.11%,233.33%,0.00,1.00
4/11/2020,ID-SU,Sumatera Utara,0,3,0,-3,55,8,41,6,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,3.70,0.20,0.54,14.55%,74.55%,1.00,
4/12/2020,ID-AC,Aceh,0,0,0,0,5,1,1,3,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.19,20.00%,20.00%,1.00,1.00
4/12/2020,ID-BA,Bali,2,0,0,2,81,2,21,58,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.47,19.21,0.00,0.47,2.47%,25.93%,0.50,1.00
4/12/2020,ID-BT,Banten,2,0,1,1,258,24,42,192,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.19,24.06,0.00,2.24,9.30%,16.28%,0.06,1.00
4/12/2020,ID-BE,Bengkulu,0,0,0,0,4,1,27,-24,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,2.00,0.00,0.50,25.00%,675.00%,1.00,1.00
4/12/2020,ID-JK,DKI Jakarta,122,33,37,52,2006,269,155,1582,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,11.25,184.95,3.04,24.80,13.41%,7.73%,0.66,3.30
4/12/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,5,-5,40,7,55,-22,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,11.02,0.00,1.93,17.50%,137.50%,1.00,1.00
4/12/2020,ID-GO,Gorontalo,0,0,0,0,1,0,4,-3,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,0.85,0.00,0.00,0.00%,400.00%,1.00,1.00
4/12/2020,IDN,Indonesia,399,46,73,280,4241,373,359,3509,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.50,15.99,0.17,1.41,8.80%,8.46%,1.21,2.19
4/12/2020,ID-JA,Jambi,0,0,0,0,4,2,7,-5,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,1.15,0.00,0.57,50.00%,175.00%,0.00,1.00
4/12/2020,ID-JB,Jawa Barat,35,4,3,28,534,63,655,-184,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.77,11.82,0.09,1.39,11.80%,122.66%,0.78,4.00
4/12/2020,ID-JT,Jawa Tengah,56,0,1,55,198,42,218,-62,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,1.54,5.44,0.00,1.15,21.21%,110.10%,,0.00
4/12/2020,ID-JI,Jawa Timur,111,1,7,103,422,133,766,-477,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,2.74,10.43,0.02,3.29,31.52%,181.52%,7.40,0.11
4/12/2020,ID-KB,Kalimantan Barat,3,0,0,3,13,3,4,6,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.55,2.40,0.00,0.55,23.08%,30.77%,,1.00
4/12/2020,ID-KS,Kalimantan Selatan,5,0,0,5,34,8,86,-60,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,1.24,8.45,0.00,1.99,23.53%,252.94%,,0.00
4/12/2020,ID-KT,Kalimantan Tengah,0,0,0,0,24,2,61,-39,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,9.34,0.00,0.78,8.33%,254.17%,1.00,1.00
4/12/2020,ID-KI,Kalimantan Timur,0,0,0,0,35,3,130,-98,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,9.85,0.00,0.84,8.57%,371.43%,1.00,1.00
4/12/2020,ID-KU,Kalimantan Utara,0,0,0,0,16,1,0,15,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,24.68,0.00,1.54,6.25%,0.00%,1.00,0.00
4/12/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,5,1,33,-29,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,3.62,0.00,0.72,20.00%,660.00%,0.00,1.00
4/12/2020,ID-KR,Kepulauan Riau,0,0,0,0,21,6,4,11,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,10.88,0.00,3.11,28.57%,19.05%,1.00,0.00
4/12/2020,ID-LA,Lampung,0,0,0,0,20,5,41,-26,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,2.20,0.00,0.55,25.00%,205.00%,1.00,1.00
4/12/2020,ID-MA,Maluku,8,0,0,8,11,0,3,8,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,4.33,5.96,0.00,0.00,0.00%,27.27%,,1.00
4/12/2020,ID-MU,Maluku Utara,0,0,0,0,2,0,24,-22,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,1.53,0.00,0.00,0.00%,1200.00%,1.00,1.00
4/12/2020,ID-NB,Nusa Tenggara Barat,9,0,0,9,34,2,6,26,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,1.71,6.45,0.00,0.38,5.88%,17.65%,4.50,0.00
4/12/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,1,22,-22,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.18,0.00,0.18,100.00%,2200.00%,1.00,1.00
4/12/2020,ID-PA,Papua,1,0,2,-1,62,5,20,37,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.23,14.28,0.00,1.15,8.06%,32.26%,0.04,1.00
4/12/2020,ID-PB,Papua Barat,0,0,0,0,2,1,7,-6,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.88,50.00%,350.00%,1.00,1.00
4/12/2020,ID-RI,Riau,0,0,0,0,17,5,11,1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,2.80,0.00,0.82,29.41%,64.71%,0.00,1.00
4/12/2020,ID-SR,Sulawesi Barat,0,0,0,0,5,1,5,-1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,3.21,0.00,0.64,20.00%,100.00%,0.00,0.00
4/12/2020,ID-SN,Sulawesi Selatan,45,0,0,45,221,19,107,95,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,4.77,23.44,0.00,2.02,8.60%,48.42%,4.09,0.00
4/12/2020,ID-ST,Sulawesi Tengah,0,0,0,0,19,2,15,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,6.43,0.00,0.68,10.53%,78.95%,0.00,1.00
4/12/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,16,1,7,8,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,6.07,0.00,0.38,6.25%,43.75%,0.00,0.00
4/12/2020,ID-SA,Sulawesi Utara,4,0,0,4,17,3,7,7,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,1.51,6.43,0.00,1.14,17.65%,41.18%,,1.00
4/12/2020,ID-SB,Sumatera Barat,13,0,1,12,44,3,10,31,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,2.36,7.97,0.00,0.54,6.82%,22.73%,,1.00
4/12/2020,ID-SS,Sumatera Selatan,0,0,2,-2,18,2,44,-28,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,2.19,0.00,0.24,11.11%,244.44%,1.00,1.00
4/12/2020,ID-SU,Sumatera Utara,10,0,0,10,65,8,41,16,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.67,4.37,0.00,0.54,12.31%,63.08%,,0.00
4/13/2020,ID-AC,Aceh,0,0,2,-2,5,1,3,1,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.19,20.00%,60.00%,1.00,1.00
4/13/2020,ID-BA,Bali,5,0,1,4,86,2,22,62,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.19,20.40,0.00,0.47,2.33%,25.58%,2.50,1.00
4/13/2020,ID-BT,Banten,3,1,0,2,261,25,42,194,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.28,24.34,0.09,2.33,9.58%,16.09%,1.50,
4/13/2020,ID-BE,Bengkulu,0,0,0,0,4,1,27,-24,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,2.00,0.00,0.50,25.00%,675.00%,1.00,1.00
4/13/2020,ID-JK,DKI Jakarta,134,7,1,126,2140,276,156,1708,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,12.35,197.31,0.65,25.45,12.90%,7.29%,1.10,0.21
4/13/2020,ID-YO,Daerah Istimewa Yogyakarta,16,0,0,16,56,7,55,-6,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,4.41,15.42,0.00,1.93,12.50%,98.21%,,1.00
4/13/2020,ID-GO,Gorontalo,0,0,0,0,1,0,4,-3,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,0.85,0.00,0.00,0.00%,400.00%,1.00,1.00
4/13/2020,IDN,Indonesia,316,26,21,269,4557,399,380,3778,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.19,17.18,0.10,1.50,8.76%,8.34%,0.79,0.57
4/13/2020,ID-JA,Jambi,0,0,0,0,4,2,7,-5,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,1.15,0.00,0.57,50.00%,175.00%,1.00,1.00
4/13/2020,ID-JB,Jawa Barat,76,10,3,63,610,73,658,-121,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.68,13.51,0.22,1.62,11.97%,107.87%,2.17,2.50
4/13/2020,ID-JT,Jawa Tengah,3,1,0,2,201,43,218,-60,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.08,5.53,0.03,1.18,21.39%,108.46%,0.05,
4/13/2020,ID-JI,Jawa Timur,52,3,6,43,474,136,772,-434,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,1.28,11.71,0.07,3.36,28.69%,162.87%,0.47,3.00
4/13/2020,ID-KB,Kalimantan Barat,0,0,0,0,13,3,4,6,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,2.40,0.00,0.55,23.08%,30.77%,0.00,1.00
4/13/2020,ID-KS,Kalimantan Selatan,0,0,1,-1,34,8,87,-61,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.00,8.45,0.00,1.99,23.53%,255.88%,0.00,1.00
4/13/2020,ID-KT,Kalimantan Tengah,1,0,1,0,25,2,62,-39,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,9.73,0.00,0.78,8.00%,248.00%,,1.00
4/13/2020,ID-KI,Kalimantan Timur,0,0,0,0,35,3,130,-98,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,9.85,0.00,0.84,8.57%,371.43%,1.00,1.00
4/13/2020,ID-KU,Kalimantan Utara,0,0,0,0,16,1,0,15,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,24.68,0.00,1.54,6.25%,0.00%,1.00,1.00
4/13/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,5,1,33,-29,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,3.62,0.00,0.72,20.00%,660.00%,1.00,1.00
4/13/2020,ID-KR,Kepulauan Riau,0,0,0,0,21,6,4,11,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,10.88,0.00,3.11,28.57%,19.05%,1.00,1.00
4/13/2020,ID-LA,Lampung,1,0,0,1,21,5,41,-25,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.11,2.31,0.00,0.55,23.81%,195.24%,,1.00
4/13/2020,ID-MA,Maluku,0,0,0,0,11,0,3,8,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,5.96,0.00,0.00,0.00%,27.27%,0.00,1.00
4/13/2020,ID-MU,Maluku Utara,0,0,0,0,2,0,24,-22,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,1.53,0.00,0.00,0.00%,1200.00%,1.00,1.00
4/13/2020,ID-NB,Nusa Tenggara Barat,3,0,0,3,37,2,6,29,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.57,7.02,0.00,0.38,5.41%,16.22%,0.33,1.00
4/13/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,1,22,-22,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.18,0.00,0.18,100.00%,2200.00%,1.00,1.00
4/13/2020,ID-PA,Papua,6,0,0,6,68,5,20,43,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,1.38,15.67,0.00,1.15,7.35%,29.41%,6.00,1.00
4/13/2020,ID-PB,Papua Barat,0,0,0,0,2,1,7,-6,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.88,50.00%,350.00%,1.00,1.00
4/13/2020,ID-RI,Riau,3,0,0,3,20,5,11,4,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.49,3.29,0.00,0.82,25.00%,55.00%,,1.00
4/13/2020,ID-SR,Sulawesi Barat,0,0,0,0,5,1,5,-1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,3.21,0.00,0.64,20.00%,100.00%,1.00,1.00
4/13/2020,ID-SN,Sulawesi Selatan,0,1,6,-7,221,20,113,88,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.00,23.44,0.11,2.12,9.05%,51.13%,0.00,
4/13/2020,ID-ST,Sulawesi Tengah,0,1,0,-1,19,3,15,1,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,6.43,0.34,1.02,15.79%,78.95%,1.00,
4/13/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,16,1,7,8,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,6.07,0.00,0.38,6.25%,43.75%,1.00,1.00
